  144.0000	  -10.9266	 -144.5382
  145.0000	  -13.8461	   56.0703
  146.0000	   -0.4861	   -6.5190
  147.0000	   -0.9175	  160.0699
  148.0000	  -12.3954	  151.6285
  149.0000	    3.7616	 -157.7875
  150.0000	   -0.1645	   52.9112
  151.0000	    0.6153	   86.2464
  152.0000	    4.2946	  102.7826
  153.0000	   -5.2774	  -38.8907
  154.0000	  -12.9136	   51.2771
  155.0000	    0.4092	   35.8366
  156.0000	   -0.5901	 -114.2807
  157.0000	   -5.8143	  -96.5032
  158.0000	   -3.3502	  -90.9902
  159.0000	   -1.0199	   58.5004
  160.0000	   -4.8584	   58.7825
  161.0000	   -5.5952	   41.4475
  162.0000	   -3.6596	 -138.7444
  163.0000	   -9.8460	  -64.9691
  164.0000	   -2.7367	 -105.9162
  165.0000	    0.5452	  118.3671
  166.0000	   -9.1313	  130.8298
  167.0000	  -49.4669	    7.1549
  168.0000	   -3.4499	 -100.8952
  169.0000	  -22.2587	  116.7728
  170.0000	   -3.4063	 -142.9279
  171.0000	    3.3625	   58.4181
  172.0000	   -5.1394	  123.3256
  173.0000	  -19.4581	 -123.9920
  174.0000	    3.9538	   50.6810
  175.0000	  -13.0526	   62.5435
  176.0000	  -11.3301	  -12.5058
  177.0000	    0.5915	  148.2267
  178.0000	  -10.4899	  -73.2659
  179.0000	  -13.6194	   58.1354
  180.0000	   -2.9777	   75.4553
  181.0000	   -6.7241	  107.0573
  182.0000	  -14.5017	   72.2774
  183.0000	    7.6105	 -156.8076
  184.0000	   -3.7386	 -174.1445
  185.0000	  -13.6048	  137.6879
  186.0000	    7.4300	  114.3009
  187.0000	   -8.4391	 -102.3291
  188.0000	   -9.1094	    8.2253
  189.0000	   11.4853	  -54.3691
  190.0000	    0.4448	  136.0023
  191.0000	   -3.3889	  161.6457
  192.0000	   11.0225	  169.5977
  193.0000	   -2.5112	   27.4917
  194.0000	  -15.5604	   29.4967
  195.0000	   -2.6808	  -87.8073
  196.0000	   -3.8280	   96.4255
  197.0000	   -7.6048	   70.1491
  198.0000	    4.7479	   21.3841
  199.0000	   -1.0629	  167.3882
  200.0000	    0.2309	  149.7893
  201.0000	    7.8823	  138.4822
  202.0000	   -1.9941	   19.0600
  203.0000	   -5.7729	   47.5678
  204.0000	    5.1629	   83.1986
  205.0000	   -4.5178	 -124.6891
  206.0000	  -17.6599	  -38.3260
  207.0000	    5.7020	   57.7615
  208.0000	    2.9220	 -109.4382
  209.0000	   -8.2181	  -47.3033
  210.0000	    2.1720	  -13.2810
  211.0000	    2.8401	 -155.2024
  212.0000	   -9.5314	 -113.9473
  213.0000	   -6.7147	 -149.1203
  214.0000	   -7.1958	 -177.9227
  215.0000	   -4.8286	  145.6104
  216.0000	   -0.1448	  103.7439
  217.0000	    4.9406	 -115.8142
  218.0000	   -5.8878	 -152.3436
  219.0000	   -8.5662	   85.7473
  220.0000	    7.4045	 -117.5232
  221.0000	   -6.9978	 -109.9342
  222.0000	   -8.0316	 -141.1714
  223.0000	   -4.3727	 -171.3584
  224.0000	  -18.9127	  -72.6124
  225.0000	   -0.3337	  168.9878
  226.0000	    5.5515	   63.3049
  227.0000	   -7.2704	  133.2889
  228.0000	  -11.3069	  115.2874
  229.0000	    1.0729	 -115.8124
  230.0000	   -3.1178	 -137.3798
  231.0000	   -7.4208	   50.0877
  232.0000	    0.7432	   -2.2393
  233.0000	  -10.1519	  -65.6133
  234.0000	   -4.2625	   77.5170
  235.0000	    4.2419	   22.7305
  236.0000	  -11.0902	   76.1214
  237.0000	  -14.3903	 -153.1382
  238.0000	   10.9996	  130.4427
  239.0000	   -5.7932	  -96.3767
  240.0000	   -6.8291	   49.8231
  241.0000	    1.7894	   64.5288
  242.0000	   -6.4007	 -160.5889
  243.0000	  -12.6182	  161.6346
  244.0000	    5.2377	  102.5371
  245.0000	   -7.0877	 -118.1063
  246.0000	   -0.8579	 -164.4581
  247.0000	    4.6093	  140.3744
  248.0000	   -2.3310	  -82.6658
  249.0000	   -3.1546	 -104.7141
  250.0000	   -2.4255	 -139.4396
  251.0000	   -0.2166	  -96.7356
  252.0000	    4.3733	 -127.2219
  253.0000	   11.7885	 -141.2788
  254.0000	    6.4715	   14.8400
  255.0000	    1.3120	   45.7336
  256.0000	    3.2408	   61.9239
