0.002000	0.150237	0.146045	0.000308	0.000308
0.004000	0.177643	0.172484	-0.000015	0.000630
0.006000	0.198923	0.169905	0.000308	0.000952
0.008000	0.217302	0.186993	0.000630	0.001597
0.010000	0.241806	0.195377	0.000952	0.000630
0.012000	0.265343	0.254058	0.001275	0.000308
0.014000	0.288236	0.272114	-0.000015	-0.000337
0.016000	0.310806	0.274371	-0.000015	0.000308
0.018000	0.330796	0.291460	-0.000015	-0.000337
0.020000	0.354334	0.337890	-0.000015	0.000952
0.022000	0.374647	0.335955	0.000952	0.000952
0.024000	0.399796	0.357235	0.000630	0.000308
0.026000	0.420754	0.400118	0.000630	0.000952
0.028000	0.442034	0.400441	0.000630	0.001275
0.030000	0.465249	0.450740	0.000630	-0.000015
0.032000	0.486529	0.470408	-0.000337	-0.000015
0.034000	0.509744	0.450417	0.000308	0.000308
0.036000	0.531992	0.528767	0.000630	0.000630
0.038000	0.555206	0.458478	0.000308	0.000630
0.040000	0.578099	0.511679	0.000630	0.000308
0.042000	0.598412	0.630977	0.000952	0.000630
0.044000	0.621627	0.585192	0.000952	0.000952
0.046000	0.643874	0.631944	0.000308	0.000308
0.048000	0.666767	0.645809	-0.000015	0.000630
0.050000	0.689337	0.668056	-0.000015	0.000308
0.052000	0.710939	0.693206	-0.000337	0.000308
0.054000	0.734154	0.633879	0.000630	-0.000982
0.056000	0.757369	0.736734	0.000952	0.000952
0.058000	0.778649	0.762205	0.000630	0.000308
0.060000	0.801864	0.753177	-0.000015	0.000630
0.062000	0.823144	0.813472	-0.000015	0.000630
0.064000	0.846682	0.870541	0.000630	0.000952
0.066000	0.869252	0.893434	-0.000015	0.000308
0.068000	0.891822	0.812827	0.000308	0.000308
0.070000	0.913747	0.881504	-0.000015	0.000308
0.072000	0.937929	0.815406	0.000308	0.000952
0.074000	0.959532	1.021438	0.000308	0.000952
0.076000	0.980812	0.884728	-0.000015	0.000630
0.078000	1.004672	0.973396	-0.000015	0.000952
0.080000	1.026919	0.934060	-0.000015	0.000630
0.082000	1.049167	1.056260	0.000308	0.000952
0.084000	1.071415	1.041106	-0.000337	0.000308
0.086000	1.093340	0.976943	0.000630	0.000630
0.088000	1.116555	1.038204	0.000630	0.000952
0.090000	1.138480	1.157825	0.000630	0.000630
0.092000	1.162017	1.095597	0.000630	0.000630
0.094000	1.182975	1.119779	-0.000015	0.000952
0.096000	1.205867	1.255199	-0.000015	-0.000015
0.098000	1.227793	1.289376	-0.000015	0.000308
0.100000	1.251007	1.131064	0.000308	-0.000337
0.102000	1.272933	1.254232	0.000308	-0.000015
0.104000	1.295503	1.318073	0.000308	0.000308
0.106000	1.319040	1.202321	0.000630	0.000952
0.108000	1.340320	1.357087	0.000630	0.000952
0.110000	1.363213	1.485091	0.000630	0.000630
0.112000	1.385138	1.222634	-0.000015	0.000630
0.114000	1.408998	1.343867	-0.000015	0.000308
0.116000	1.430600	1.478642	0.000308	0.000630
